#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
3194828|2008-09-19T15:43:24|-2.5675|139.3869|0.0|IDC|ISC|ISC|11910631|mb|3.6|IDC|NEAR NORTH COAST OF IRIAN JAYA
2855492|2008-09-19T13:56:27|4.7225|126.5238|104.7|ISC|ISC|ISC|11910625|mb|4.1|NEIC|TALAUD ISLANDS, INDONESIA
2855487|2008-09-19T13:04:53|5.2559|94.3338|41.3|ISC|ISC|ISC|11280404|mb|4.7|NEIC|NORTHERN SUMATRA, INDONESIA
3194741|2008-09-19T12:38:56|9.015|125.637|28.0|MAN|ISC|ISC|13734930|mb|4.2|MAN|MINDANAO, PHILIPPINES
3194703|2008-09-19T11:31:03|-3.262|139.6721|0.0|IDC|ISC|ISC|11910620|mb|3.8|IDC|IRIAN JAYA, INDONESIA
3194681|2008-09-19T10:44:39|-9.14|116.52|118.0|DJA|ISC|ISC|12922637|MLv|3.7|DJA|SUMBAWA REGION, INDONESIA
3194605|2008-09-19T07:37:54|-2.3788|100.0336|43.1|ISC|ISC|ISC|11910613|mb|3.9|ISC|SOUTHERN SUMATRA, INDONESIA
3194564|2008-09-19T05:28:10|-0.48|99.13|36.0|DJA|ISC|ISC|12922636|MLv|3.3|DJA|SOUTHERN SUMATRA, INDONESIA
3194501|2008-09-19T02:56:31|-1.97|98.73|90.0|DJA|ISC|ISC|12922635|MLv|3.6|DJA|SOUTHERN SUMATRA, INDONESIA
3194494|2008-09-19T02:41:30|6.6132|126.4126|77.0|ISC|ISC|ISC|11910602|mb|3.7|ISC|MINDANAO, PHILIPPINES
3194477|2008-09-19T02:00:30|0.39|123.85|24.0|DJA|ISC|ISC|12922634|MLv|3.7|DJA|MINAHASSA PENINSULA, SULAWESI
3194470|2008-09-19T01:45:19|-5.4099|129.6027|0.0|IDC|ISC|ISC|11910598|mb|4.1|IDC|BANDA SEA
2855456|2008-09-18T21:45:19|2.5993|99.0115|172.8|ISC|ISC|ISC|11910589|mb|4.0|NEIC|NORTHERN SUMATRA, INDONESIA
2855454|2008-09-18T21:38:03|2.6391|126.6593|80.2|ISC|ISC|ISC|11910587|mb|4.4|NEIC|NORTHERN MOLUCCA SEA
2855444|2008-09-18T19:25:12|-5.3334|103.581|77.9|ISC|ISC|ISC|11910577|mb|4.4|NEIC|SOUTHERN SUMATRA, INDONESIA
2855443|2008-09-18T19:09:01|-1.7034|134.6411|75.4|ISC|ISC|ISC|11910575|mb|4.2|NEIC|IRIAN JAYA REGION, INDONESIA
3194169|2008-09-18T14:41:28|9.435|125.601|9.0|MAN|ISC|ISC|13734593|mb|4.4|MAN|MINDANAO, PHILIPPINES
3194153|2008-09-18T14:10:02|3.9136|94.0223|0.0|IDC|ISC|ISC|11910555|mb|3.4|IDC|OFF W COAST OF NORTHERN SUMATRA
3194141|2008-09-18T14:01:04|-3.33|102.22|3.0|DJA|ISC|ISC|12922633|MLv|3.7|DJA|SOUTHERN SUMATRA, INDONESIA
3194117|2008-09-18T13:25:39|-2.51|121.49|22.0|DJA|ISC|ISC|12922632|MLv|3.1|DJA|SULAWESI, INDONESIA
3194089|2008-09-18T12:49:15|-8.77|118.97|30.0|DJA|ISC|ISC|12922631|MLv|3.4|DJA|SUMBAWA REGION, INDONESIA
3194082|2008-09-18T12:31:31|-5.5943|130.9069|0.0|IDC|ISC|ISC|11910552|mb|3.9|IDC|BANDA SEA
3193921|2008-09-18T08:48:40|-7.4195|128.1844|0.0|IDC|ISC|ISC|11910540|mb|3.9|IDC|BANDA SEA
3193886|2008-09-18T07:31:25|-9.0251|126.848|0.0|IDC|ISC|ISC|11910538|mb|3.4|IDC|TIMOR REGION
3193867|2008-09-18T06:32:11|-7.0603|127.8102|0.0|IDC|ISC|ISC|11910536|mb|3.3|IDC|BANDA SEA
2855410|2008-09-18T05:57:03|2.0916|96.0923|14.2|ISC|ISC|ISC|11910535|mb|4.4|NEIC|NORTHERN SUMATRA, INDONESIA
2855408|2008-09-18T05:23:56|-8.5681|118.4449|137.1|ISC|ISC|ISC|11910533|mb|4.5|NEIC|SUMBAWA REGION, INDONESIA
3193820|2008-09-18T04:35:03|-0.44|121.33|10.0|DJA|ISC|ISC|12922630|MLv|3.3|DJA|MINAHASSA PENINSULA, SULAWESI
2855396|2008-09-18T01:06:39|-11.2775|118.4682|36.6|ISC|ISC|ISC|11910524|mb|4.2|NEIC|SOUTH OF SUMBAWA, INDONESIA
3193731|2008-09-18T00:08:25|9.986|125.989|13.0|MAN|ISC|ISC|13734592|mb|4.3|MAN|MINDANAO, PHILIPPINES
2855390|2008-09-17T23:41:37|6.3467|125.4217|110.9|ISC|ISC|ISC|11910523|mb|4.7|NEIC|MINDANAO, PHILIPPINES
2855383|2008-09-17T22:04:50|-4.6376|104.3734|192.9|ISC|ISC|ISC|11910518|mb|4.4|NEIC|SOUTHERN SUMATRA, INDONESIA
2855382|2008-09-17T22:03:34|-9.0393|127.1516|35.0|ISC|ISC|ISC|11910517|mb|4.4|NEIC|TIMOR SEA
3193655|2008-09-17T21:20:46|-5.65|102.32|26.0|DJA|ISC|ISC|12922627|MLv|3.5|DJA|SOUTHERN SUMATRA, INDONESIA
3193621|2008-09-17T20:15:07|-6.5918|102.0788|0.0|IDC|ISC|ISC|11910509|mb|3.9|IDC|SOUTHWEST OF SUMATRA, INDONESIA
2855373|2008-09-17T20:11:45|-5.3858|102.0157|34.9|ISC|ISC|ISC|11279485|MW|5.1|GCMT|SOUTHERN SUMATRA, INDONESIA
3193592|2008-09-17T19:00:50|7.118|125.945|26.0|MAN|ISC|ISC|13734267|mb|4.5|MAN|MINDANAO, PHILIPPINES
3193512|2008-09-17T16:15:23|-8.04|111.65|120.0|DJA|ISC|ISC|12922625|MLv|3.1|DJA|JAVA, INDONESIA
2855354|2008-09-17T14:45:54|-3.8579|123.8631|32.8|ISC|ISC|ISC|11910481|mb|4.4|NEIC|SULAWESI, INDONESIA
2855353|2008-09-17T14:26:00|-0.0079|123.3372|148.8|ISC|ISC|ISC|11910480|mb|4.4|NEIC|MINAHASSA PENINSULA, SULAWESI
3193412|2008-09-17T13:42:36|-4.1469|139.4005|0.0|IDC|ISC|ISC|11910477|mb|3.6|IDC|IRIAN JAYA, INDONESIA
