#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
697217|1998-11-06T16:03:40|-8.5813|115.0367|100.0|ISC|ISC|ISC|1322711|mL|4.8|DJA|BALI REGION, INDONESIA
697209|1998-11-06T15:59:45|-2.2563|121.0859|33.0|DJA|ISC|ISC|1322710|mL|4.7|DJA|SULAWESI, INDONESIA
696909|1998-11-06T11:24:09|0.7573|125.9753|63.5|ISC|ISC|ISC|1322670|mb|4.9|NEIC|NORTHERN MOLUCCA SEA
696893|1998-11-06T11:23:26|-2.49|140.5128|2.0|DJA|ISC|ISC|1322669|md|4.7|DJA|NEAR NORTH COAST OF IRIAN JAYA
696688|1998-11-06T09:08:21|-0.3962|123.4052|100.0|ISC|ISC|ISC|1322647|mb|3.8|EIDC|MINAHASSA PENINSULA, SULAWESI
696656|1998-11-06T08:36:53|2.4026|126.1482|119.4|ISC|ISC|ISC|1322643|mb|4.8|NEIC|NORTHERN MOLUCCA SEA
696598|1998-11-06T07:46:11|-3.8541|105.4348|100.0|DJA|ISC|ISC|1322638|mL|4.3|DJA|SOUTHERN SUMATRA, INDONESIA
696587|1998-11-06T07:34:14|-5.1958|115.1129|80.0|DJA|ISC|ISC|1322636|mL|3.8|DJA|JAVA SEA
696531|1998-11-06T05:32:47|3.4716|133.4248|33.0|ISC|ISC|ISC|1322629|mb|3.8|ISC|W. CAROLINE ISLANDS, MICRONESIA
696471|1998-11-06T05:03:18|-8.876|118.6048|196.9|DJA|ISC|ISC|1322621|mL|5.0|DJA|SUMBAWA REGION, INDONESIA
696456|1998-11-06T04:56:59|0.9616|119.6195|33.0|DJA|ISC|ISC|1322619|mL|4.8|DJA|MINAHASSA PENINSULA, SULAWESI
696374|1998-11-06T03:38:56|-6.2254|130.2203|141.9|ISC|ISC|ISC|1322608|mb|4.6|NEIC|BANDA SEA
695731|1998-11-05T18:35:53|-5.7367|130.7351|33.0|ISC|ISC|ISC|1322539|mb|3.6|NEIC|BANDA SEA
695500|1998-11-05T16:00:28|-5.1226|103.7858|70.4|ISC|ISC|ISC|1322519|mb|4.8|NEIC|SOUTHERN SUMATRA, INDONESIA
695468|1998-11-05T15:45:36|-3.7518|130.1251|85.7|ISC|ISC|ISC|1322516|mb|4.4|NEIC|SERAM, INDONESIA
695382|1998-11-05T14:46:39|-7.4051|128.169|122.2|ISC|ISC|ISC|1322509|mb|4.6|NEIC|BANDA SEA
695176|1998-11-05T12:02:23|0.723|126.138|50.0|ISC|ISC|ISC|1322485|mb|4.5|NEIC|NORTHERN MOLUCCA SEA
695167|1998-11-05T11:52:45|-7.123|127.2586|150.0|ISC|ISC|ISC|1322484|mb|3.9|ISC|BANDA SEA
695112|1998-11-05T10:53:02|-6.9695|128.9075|150.0|ISC|ISC|ISC|1322477|mb|3.8|NEIC|BANDA SEA
694962|1998-11-05T08:13:41|-8.9376|114.7957|99.9|DJA|ISC|ISC|1322460|mL|3.8|DJA|BALI REGION, INDONESIA
694904|1998-11-05T07:45:45|-3.6561|119.1083|49.7|ISC|ISC|ISC|1322453|mL|4.3|DJA|SULAWESI, INDONESIA
694755|1998-11-05T05:15:35|-6.6892|105.24|66.5|ISC|ISC|ISC|1322438|mb|4.1|ISC|SUNDA STRAIT, INDONESIA
694591|1998-11-05T02:39:11|-6.6964|114.7251|124.9|DJA|ISC|ISC|1322423|mL|4.0|DJA|BALI SEA
694504|1998-11-05T00:25:31|-10.1051|110.4734|33.0|ISC|ISC|ISC|1322413|mb|3.5|NEIC|SOUTH OF JAVA, INDONESIA
694423|1998-11-04T22:58:29|-8.2297|117.0883|2.0|ISC|ISC|ISC|1322404|mL|4.4|DJA|SUMBAWA REGION, INDONESIA
694254|1998-11-04T19:21:44|-10.1942|108.1915|33.0|ISC|ISC|ISC|1322386|mb|3.8|NEIC|SOUTH OF JAVA, INDONESIA
694191|1998-11-04T17:30:45|-0.588|98.6494|33.0|ISC|ISC|ISC|1322380|mb|3.8|ISC|SOUTHERN SUMATRA, INDONESIA
694150|1998-11-04T16:33:20|-3.0986|128.002|140.7|ISC|ISC|ISC|1322375|mb|4.2|NEIC|SERAM, INDONESIA
694123|1998-11-04T16:02:32|-9.9229|115.6378|33.0|ISC|ISC|ISC|1322371|mb|3.6|NEIC|SOUTH OF BALI, INDONESIA
693687|1998-11-04T10:31:13|-8.5282|114.9451|110.4|DJA|ISC|ISC|1322326|mL|3.2|DJA|BALI REGION, INDONESIA
