#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
11215574|2020-04-16T06:29:54|-9.3952|118.9599|80.87|us|NEIC PDE|us|us70008xd3|mb|4.3|us|SUMBAWA REGION, INDONESIA
11215530|2020-04-16T03:48:46|-9.6734|119.342|47.85|us|NEIC PDE|us|us70008xb6|mb|4.3|us|SUMBA REGION, INDONESIA
11215389|2020-04-15T23:37:44|-8.3012|116.9363|10.0|us|NEIC PDE|us|us70008x7g|mb|4.7|us|SUMBAWA REGION, INDONESIA
11215342|2020-04-15T21:03:36|1.1174|126.6988|29.12|us,pt|NEIC PDE|us|pt20106001,us70008x2q|Mww|5.6|us|NORTHERN MOLUCCA SEA
11215049|2020-04-15T09:50:00|-8.6018|112.5373|83.43|us|NEIC PDE|us|us70008wnu|mb|4.3|us|JAVA, INDONESIA
11214736|2020-04-14T19:36:18|3.5946|96.0132|60.42|us|NEIC PDE|us|us70008w7k|mb|4.8|us|NORTHERN SUMATRA, INDONESIA
11214727|2020-04-14T19:20:33|2.6939|128.2592|55.49|us|NEIC PDE|us|us70008w71|mb|4.9|us|HALMAHERA, INDONESIA
11214587|2020-04-14T15:10:18|-3.2312|128.862|10.0|us|NEIC PDE|us|us70008w1c|mb|4.5|us|SERAM, INDONESIA
11214490|2020-04-14T10:27:51|2.3504|128.5979|231.86|us|NEIC PDE|us|us70008vz3|mb|4.3|us|HALMAHERA, INDONESIA
11213937|2020-04-13T14:59:36|0.3175|126.9116|52.73|us|NEIC PDE|us|us70008vi8|mb|4.9|us|NORTHERN MOLUCCA SEA
11213928|2020-04-13T14:22:21|1.4388|122.7318|35.0|us|NEIC PDE|us|us70008vi0|mb|4.5|us|MINAHASSA PENINSULA, SULAWESI
11213870|2020-04-13T12:05:54|-2.9424|126.8429|10.0|us|NEIC PDE|us|us70008vg9|mb|4.5|us|CERAM SEA
