time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1975-12-31T17:32:50.700Z,-7.353,128.825,113,4.6,mb,,,,,us,usp0000e72,2014-11-06T23:21:33.302Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,,reviewed,us,us
1975-12-31T07:09:06.400Z,-8.163,125.262,45,5.1,mb,,,,,us,usp0000e65,2014-11-06T23:21:33.158Z,"East Timor region",earthquake,,,,,reviewed,us,us
1975-12-30T07:35:07.800Z,-8.113,125.353,69,5.2,mb,,,,,us,usp0000e5t,2015-05-13T18:53:11.000Z,"East Timor region",earthquake,,,,,reviewed,us,us
1975-12-30T04:03:17.900Z,-8.135,125.373,55,4.5,mb,,,,,us,usp0000e5n,2014-11-06T23:21:33.148Z,"East Timor region",earthquake,,,,,reviewed,us,us
1975-12-28T15:24:50.800Z,-7.978,115.07,196,5.9,mb,,,,,us,usp0000e4m,2020-03-27T17:38:24.865Z,"Bali Sea",earthquake,,,,,reviewed,us,us
1975-12-27T22:52:57.100Z,3.335,126.467,114,4.9,mb,,,,,us,usp0000e44,2014-11-06T23:21:33.089Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,reviewed,us,us
1975-12-27T03:28:55.700Z,-8.894,110.554,231,4.5,mb,,,,,us,usp0000e3f,2014-11-06T23:21:33.073Z,"Java, Indonesia",earthquake,,,,,reviewed,us,us
1975-12-26T17:59:58.200Z,-0.023,123.747,157,5,mb,,,,,us,usp0000e2x,2014-11-06T23:21:33.061Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1975-12-25T23:22:21.700Z,-4.084,142.04,115,6.6,mb,,,,,us,usp0000e2c,2020-04-17T22:14:54.144Z,"New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-12-22T07:17:14.800Z,6.242,124.198,75,5.2,mb,,,,,us,usp0000e0j,2014-11-06T23:21:33.005Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
