time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-12-31T20:56:07.670Z,-1.642,137.318,33,5.1,mwc,,,,1.29,us,usp00090eb,2016-11-10T00:20:21.434Z,"near the north coast of Papua, Indonesia",earthquake,,,,,reviewed,us,hrv
1998-12-31T19:24:49.700Z,1.634,127.444,110.6,4.8,mb,,,,1.1,us,usp00090ea,2014-11-07T01:06:42.898Z,"Halmahera, Indonesia",earthquake,,,,17,reviewed,us,us
1998-12-31T16:03:52.110Z,-3.691,131.263,33,4.5,mb,,,,1.33,us,usp00090e3,2014-11-07T01:06:42.881Z,"Ceram Sea, Indonesia",earthquake,,,,2,reviewed,us,us
1998-12-31T03:55:13.970Z,-2.531,122.661,33,4,mb,,,,0.7,us,usp00090de,2014-11-07T01:06:42.830Z,"Sulawesi, Indonesia",earthquake,,,,1,reviewed,us,us
1998-12-30T04:44:13.820Z,1.808,128.659,33,4.7,mb,,,,1.26,us,usp00090c7,2014-11-07T01:06:42.414Z,"Halmahera, Indonesia",earthquake,,,,16,reviewed,us,us
1998-12-30T04:04:19.440Z,0.796,125.986,33,5.2,mwc,,,,0.99,us,usp00090c5,2016-11-10T00:19:54.257Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
1998-12-30T01:47:30.070Z,-6.726,130.348,100,4.4,mb,,,,0.94,us,usp00090c0,2014-11-07T01:06:42.380Z,"Banda Sea",earthquake,,,,10,reviewed,us,us
1998-12-29T21:34:28.270Z,1.456,118.816,33,5.3,mwc,,,,0.92,us,usp00090bu,2016-11-10T00:19:24.858Z,"Kalimantan, Indonesia",earthquake,,,,,reviewed,us,hrv
1998-12-29T18:33:42.450Z,8.884,122.537,33,4.8,mb,,,,1.2,us,usp00090bn,2014-11-07T01:06:42.347Z,"Mindanao, Philippines",earthquake,,,,10,reviewed,us,us
1998-12-29T09:02:41.550Z,0.984,126.894,100,4.4,mb,,,,0.78,us,usp00090au,2014-11-07T01:06:42.259Z,"Molucca Sea",earthquake,,,,8,reviewed,us,us
1998-12-29T04:50:32.380Z,5.573,127.177,100,4.3,mb,,,,1.1,us,usp00090an,2014-11-07T01:06:42.248Z,"Philippine Islands region",earthquake,,,,9,reviewed,us,us
1998-12-29T04:43:09.180Z,0.225,125.567,69.8,4.7,mb,,,,1.03,us,usp00090am,2014-11-07T01:06:42.246Z,"Molucca Sea",earthquake,,14.7,,1,reviewed,us,us
1998-12-29T01:22:15.190Z,-3.074,142.006,33,4.7,mb,,,,1.11,us,usp00090a8,2014-11-07T01:06:42.226Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,1,reviewed,us,us
1998-12-28T02:01:20.160Z,-1.815,124.715,33,4.2,mb,,,,1.14,us,usp0009094,2014-11-07T01:06:42.106Z,"Kepulauan Sula, Indonesia",earthquake,,,,3,reviewed,us,us
1998-12-28T01:39:28.570Z,-3.509,134.04,33,4.8,mb,,,,1.2,us,usp0009093,2014-11-07T01:06:42.102Z,"Papua, Indonesia",earthquake,,,,10,reviewed,us,us
1998-12-27T22:38:53.050Z,6.136,126.39,33,4.2,mb,,,,1.43,us,usp000908w,2014-11-07T01:06:42.084Z,"Mindanao, Philippines",earthquake,,,,4,reviewed,us,us
1998-12-27T18:10:24.410Z,7.471,126.865,33,4.3,mb,,,,0.76,us,usp000908q,2014-11-07T01:06:42.073Z,"Mindanao, Philippines",earthquake,,,,3,reviewed,us,us
1998-12-27T17:54:11.180Z,-6.708,129.214,252.4,4.8,mb,,,,1.01,us,usp000908p,2014-11-07T01:06:42.067Z,"Banda Sea",earthquake,,5.1,,20,reviewed,us,us
1998-12-27T15:32:06.960Z,3.033,128.734,250,4.4,mb,,,,0.89,us,usp000908j,2014-11-07T01:06:42.058Z,"north of Halmahera, Indonesia",earthquake,,,,12,reviewed,us,us
1998-12-27T06:42:13.400Z,-10.216,109.818,33,4.8,mb,,,,0.73,us,usp000908b,2014-11-07T01:06:42.040Z,"south of Java, Indonesia",earthquake,,,,10,reviewed,us,us
1998-12-26T15:39:07.800Z,-1.364,123.644,33,6.1,mwb,,,,1.38,us,usp000907e,2020-04-17T23:33:07.655Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1998-12-26T15:20:48.720Z,-1.296,123.744,33,4.7,mb,,,,1.17,us,usp000907d,2014-11-07T01:06:41.892Z,"Sulawesi, Indonesia",earthquake,,,,9,reviewed,us,us
1998-12-26T06:42:05.990Z,-1.462,123.901,33,4.7,mb,,,,1.26,us,usp000906r,2014-11-07T01:06:41.817Z,"Sulawesi, Indonesia",earthquake,,,,9,reviewed,us,us
1998-12-25T21:42:59.430Z,-4.382,101.875,33,4.8,mb,,,,1.09,us,usp0009060,2014-11-07T01:06:41.740Z,"southern Sumatra, Indonesia",earthquake,,,,6,reviewed,us,us
1998-12-25T21:42:41.910Z,-3.983,102.766,69.5,4.2,mb,,,,1.28,us,usp000905z,2014-11-07T01:06:41.738Z,"southern Sumatra, Indonesia",earthquake,,9,,1,reviewed,us,us
1998-12-25T21:38:27.640Z,5.895,125.894,100,4.7,mb,,,,1.08,us,usp000905y,2014-11-07T01:06:41.736Z,"Mindanao, Philippines",earthquake,,,,9,reviewed,us,us
1998-12-25T18:15:41.830Z,-7.535,107.126,58.5,5.3,mwc,,,,1,us,usp000905p,2016-11-10T00:17:34.630Z,"Java, Indonesia",earthquake,,8,,,reviewed,us,hrv
1998-12-25T01:22:54.770Z,-6.141,131.202,33,4.3,mb,,,,0.92,us,usp000904e,2014-11-07T01:06:41.619Z,"Kepulauan Tanimbar, Indonesia",earthquake,,,,1,reviewed,us,us
1998-12-24T11:45:05.590Z,9.734,120.467,33,4.5,mb,,,,1.39,us,usp000903p,2014-11-07T01:06:41.543Z,"Sulu Sea",earthquake,,,,5,reviewed,us,us
1998-12-24T11:15:44.430Z,-3.637,131.221,33,5.4,mwc,,,,0.96,us,usp000903n,2016-11-10T00:17:08.788Z,"Ceram Sea, Indonesia",earthquake,,,,,reviewed,us,hrv
1998-12-24T07:17:31.650Z,-8.005,117.779,33,4.3,mb,,,,1.07,us,usp000903c,2014-11-07T01:06:41.511Z,"Sumbawa region, Indonesia",earthquake,,,,4,reviewed,us,us
1998-12-23T18:55:42.870Z,-2.898,134.168,33,4.6,mb,,,,0.96,us,usp000902p,2014-11-07T01:06:41.438Z,"near the north coast of Papua, Indonesia",earthquake,,,,13,reviewed,us,us
1998-12-22T19:12:52.820Z,-9.695,117.908,33,3.8,mb,,,,1.07,us,usp0009014,2014-11-07T01:06:41.278Z,"Sumbawa region, Indonesia",earthquake,,,,2,reviewed,us,us
1998-12-22T17:20:11.740Z,-0.236,99.231,33,4.9,mwc,,,,0.88,us,usp0009012,2016-11-10T00:16:15.203Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
1998-12-22T03:38:47.770Z,2.861,128.407,33,4.9,mb,,,,1.37,us,usp0008zzz,2014-11-07T01:06:41.161Z,"Halmahera, Indonesia",earthquake,,,,9,reviewed,us,us
1998-12-21T13:24:14.330Z,-3.475,135.51,33,5,mb,,,,1.18,us,usp0008zyz,2014-11-07T01:06:41.065Z,"Papua, Indonesia",earthquake,,,,20,reviewed,us,us
1998-12-21T02:30:08.070Z,0.62,125.747,77.9,4.8,mb,,,,1.1,us,usp0008zyg,2014-11-07T01:06:41.025Z,"Molucca Sea",earthquake,,18.1,,18,reviewed,us,us
1998-12-20T23:41:59.250Z,5.165,125.775,150,4.1,mb,,,,0.78,us,usp0008zya,2014-11-07T01:06:41.012Z,"Mindanao, Philippines",earthquake,,,,3,reviewed,us,us
1998-12-20T21:27:50.490Z,-0.916,136.678,33,4.1,mb,,,,0.8,us,usp0008zy8,2014-11-07T01:06:41.008Z,"Biak region, Indonesia",earthquake,,,,3,reviewed,us,us
