time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1986-12-31T20:29:23.790Z,-0.883,127.602,33,5.1,mb,,,,1.2,us,usp00031am,2014-11-07T00:39:32.728Z,"Halmahera, Indonesia",earthquake,,,,8,reviewed,us,us
1986-12-31T19:19:24.500Z,-4.3,102.772,89.3,5.1,mw,,,,1,us,usp00031ak,2016-11-10T00:20:11.397Z,"southern Sumatra, Indonesia",earthquake,,7.8,,,reviewed,us,hrv
1986-12-31T00:36:45.480Z,-7.017,130.101,123.5,4.7,mb,,,,1.4,us,usp00031a0,2014-11-07T00:39:32.608Z,"Kepulauan Tanimbar, Indonesia",earthquake,,31.7,,1,reviewed,us,us
1986-12-30T09:04:44.970Z,-6.416,130.704,101.5,5.6,mw,,,,1.2,us,usp000319h,2016-11-10T00:19:39.363Z,"Banda Sea",earthquake,,4.9,,,reviewed,us,hrv
1986-12-30T06:41:49.780Z,-7.645,128.249,158.7,5.4,mb,,,,0.9,us,usp000319d,2014-11-07T00:39:32.469Z,"Kepulauan Barat Daya, Indonesia",earthquake,,11.9,,1,reviewed,us,us
1986-12-29T03:52:11.230Z,-9.36,114.773,33,3.5,mb,,,,0.3,us,usp0003187,2014-11-07T00:39:32.225Z,"south of Bali, Indonesia",earthquake,,,,1,reviewed,us,us
1986-12-28T18:47:34.600Z,-11.805,117.408,33,4.6,mb,,,,1.2,us,usp000317u,2014-11-07T00:39:32.166Z,"south of Sumbawa, Indonesia",earthquake,,,,1,reviewed,us,us
1986-12-28T03:14:25.980Z,1.671,99.573,181.7,4.4,mb,,,,1,us,usp000317c,2014-11-07T00:39:32.113Z,"northern Sumatra, Indonesia",earthquake,,6,,2,reviewed,us,us
1986-12-27T15:49:06.930Z,7.431,94.517,33,4.9,mb,,,,1,us,usp000316y,2014-11-07T00:39:31.952Z,"Nicobar Islands, India region",earthquake,,,,1,reviewed,us,us
1986-12-27T15:46:58.540Z,-6.695,130.816,57.9,5.7,mw,,,,1.3,us,usp000316x,2016-11-10T00:18:13.553Z,"Banda Sea",earthquake,,6.5,,,reviewed,us,hrv
1986-12-27T09:24:09.190Z,-7.487,128.587,188.6,4.9,mb,,,,1.1,us,usp000316t,2014-11-07T00:39:31.917Z,"Kepulauan Barat Daya, Indonesia",earthquake,,9.3,,5,reviewed,us,us
1986-12-27T08:59:16.180Z,-4.867,138.179,33,5,mb,,,,1.1,us,usp000316r,2014-11-07T00:39:31.887Z,"Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1986-12-27T07:32:25.670Z,7.476,94.435,33,4.6,mb,,,,1.1,us,usp000316m,2014-11-07T00:39:31.654Z,"Nicobar Islands, India region",earthquake,,,,9,reviewed,us,us
1986-12-27T07:22:26.170Z,-3.228,139.708,33,4.7,mb,,,,1.5,us,usp000316k,2014-11-07T00:39:31.649Z,"Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1986-12-27T06:57:45.900Z,7.419,94.43,33,4.4,mb,,,,1.2,us,usp000316h,2014-11-07T00:39:31.555Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
1986-12-27T06:56:36.610Z,7.2,94.369,33,4.9,mb,,,,1.2,us,usp000316g,2014-11-07T00:39:31.551Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
1986-12-27T05:15:28.930Z,2.015,128.547,62.3,5.3,mb,,,,1.2,us,usp000316d,2014-11-07T00:39:31.531Z,"Halmahera, Indonesia",earthquake,,8.6,,14,reviewed,us,us
1986-12-27T01:00:13.360Z,-11.49,118.224,33,4.9,mb,,,,1.2,us,usp0003161,2014-11-07T00:39:31.480Z,"south of Sumbawa, Indonesia",earthquake,,,,1,reviewed,us,us
