time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1976-12-31T23:19:58.400Z,-3.896,127.848,33,5.3,mb,,,,,us,usp0000m0h,2014-11-06T23:21:39.172Z,"Seram, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-31T21:09:59.400Z,-2.509,135.764,33,5.4,mb,,,,,us,usp0000m0e,2014-11-06T23:21:39.169Z,"near the north coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-29T18:46:19.400Z,-1.876,120.316,38,5.2,mb,,,,,us,usp0000kzr,2014-11-06T23:21:39.148Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-29T06:10:34.900Z,0.296,123.413,244,4.3,mb,,,,,us,usp0000kze,2014-11-06T23:21:39.138Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-28T01:10:45.700Z,-2.166,133.981,33,4.4,mb,,,,,us,usp0000kz0,2014-11-06T23:21:39.127Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-27T20:24:09.600Z,-8.635,110.976,86,4.4,mb,,,,,us,usp0000kyz,2014-11-06T23:21:39.127Z,"Java, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-27T16:14:26.100Z,6.137,126.726,107,5,mb,,,,,us,usp0000kyx,2014-11-06T23:21:39.125Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-24T13:41:58.300Z,-4.403,134.898,33,4.4,mb,,,,,us,usp0000kxb,2014-11-06T23:21:38.974Z,"near the south coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-23T07:58:16.500Z,0.584,124.99,61,5.3,mb,,,,,us,usp0000kwr,2014-11-06T23:21:38.764Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-22T15:17:52.000Z,6.569,123.949,60,4.9,mb,,,,,us,usp0000kwe,2014-11-06T23:21:38.756Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-22T13:10:54.400Z,6.647,124,70,5.1,mb,,,,,us,usp0000kwc,2014-11-06T23:21:38.754Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-22T02:14:00.400Z,-4.785,139.82,33,5,ms,,,,,us,usp0000kw7,2014-11-06T23:21:38.750Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-21T04:17:14.300Z,8.973,126.477,70,5.2,mb,,,,,us,usp0000kvn,2014-11-06T23:21:38.734Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-12-20T23:56:54.600Z,0.528,126.074,33,5.5,mb,,,,,us,usp0000kvh,2015-05-13T18:53:13.000Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1976-12-20T17:21:50.500Z,-2.711,141.201,35,5.3,mb,,,,,us,usp0000kv3,2014-11-06T23:21:38.719Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,us
1976-12-20T13:51:07.600Z,4.683,94.779,103,4.7,mb,,,,,us,usp0000kux,2014-11-06T23:21:38.714Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,us
1976-12-19T23:56:55.300Z,0.596,126.027,33,5.6,mb,,,,,us,usp0000kuh,2014-11-06T23:21:38.667Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1976-12-19T11:42:46.400Z,-4.78,135.201,33,4.4,mb,,,,,us,usp0000ku7,2014-11-06T23:21:38.661Z,"near the south coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-19T10:49:10.100Z,7.679,133.612,33,5.8,mb,,,,,us,usp0000ku5,2015-05-13T18:53:13.000Z,"Palau region",earthquake,,,,,reviewed,us,us
1976-12-19T03:49:24.200Z,-4.784,103.1,97,5.2,mb,,,,,us,usp0000ku1,2014-11-06T23:21:38.657Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-18T20:01:13.100Z,0.169,126.178,58,5.3,mb,,,,,us,usp0000ktu,2014-11-06T23:21:38.652Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1976-12-18T10:53:44.300Z,7.648,93.778,33,4.9,mb,,,,,us,usp0000ktk,2014-11-06T23:21:38.646Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,us
1976-12-17T04:27:39.100Z,-1.357,100.041,33,5.2,mb,,,,,us,usp0000kt2,2014-11-06T23:21:38.634Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-16T22:12:11.000Z,-1.758,99.452,33,5,mb,,,,,us,usp0000ksx,2014-11-06T23:21:38.630Z,"Kepulauan Mentawai region, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-15T22:59:53.500Z,-8.236,119.541,163,5.3,mb,,,,,us,usp0000ksg,2014-11-06T23:21:38.619Z,"Flores region, Indonesia",earthquake,,,,,reviewed,us,us
1976-12-15T03:19:30.100Z,-3.111,128.973,27,5.2,mb,,,,,us,usp0000kry,2014-11-06T23:21:38.602Z,"Seram, Indonesia",earthquake,,,,,reviewed,us,us
