time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-12-31T22:40:58.030Z,-2.951,139.297,33,4.2,mb,15,,,0.98,us,usp000avmd,2014-11-07T01:14:33.495Z,"near the north coast of Papua, Indonesia",earthquake,,,,2,reviewed,us,us
2001-12-31T15:59:17.560Z,-6.163,130.214,100,4,mb,5,,,1.12,us,usp000avm0,2014-11-07T01:14:33.458Z,"Banda Sea",earthquake,,,,2,reviewed,us,us
2001-12-31T08:02:21.350Z,1.935,126.752,33,4.8,mb,47,,,0.97,us,usp000avkg,2014-11-07T01:14:33.385Z,"Molucca Sea",earthquake,,,,20,reviewed,us,us
2001-12-31T07:55:38.300Z,5.259,127.685,33,4.8,mb,17,,,1.03,us,usp000avkf,2014-11-07T01:14:33.383Z,"Philippine Islands region",earthquake,,,,4,reviewed,us,us
2001-12-31T05:55:27.610Z,4.665,94.471,49,4.8,mb,72,,,0.9,us,usp000avk7,2014-11-07T01:14:33.362Z,"off the west coast of northern Sumatra",earthquake,,9.1,,36,reviewed,us,us
2001-12-30T22:57:56.660Z,0.994,126.275,33,4.8,mb,35,,,0.81,us,usp000avju,2014-11-07T01:14:33.329Z,"Molucca Sea",earthquake,,,,11,reviewed,us,us
2001-12-30T20:10:15.450Z,-6.018,102.729,33,4.7,mb,36,,,0.81,us,usp000avjq,2014-11-07T01:14:33.319Z,"southwest of Sumatra, Indonesia",earthquake,,,,17,reviewed,us,us
2001-12-30T09:20:18.930Z,-7.811,108.151,60.6,4.4,mb,35,,,1.27,us,usp000avhx,2014-11-07T01:14:33.254Z,"Java, Indonesia",earthquake,,12.8,,10,reviewed,us,us
2001-12-30T05:28:18.790Z,6.552,126.088,33,4.7,mb,20,,,0.93,us,usp000avhq,2014-11-07T01:14:33.152Z,"Mindanao, Philippines",earthquake,,,,10,reviewed,us,us
2001-12-30T03:34:02.460Z,4.574,95.129,100,3.9,mb,15,,,1.55,us,usp000avhg,2014-11-07T01:14:33.116Z,"northern Sumatra, Indonesia",earthquake,,,,3,reviewed,us,us
2001-12-29T21:03:44.720Z,-1.695,100.053,33,4.8,mb,36,,,1.17,us,usp000avgr,2014-11-07T01:14:33.065Z,"southern Sumatra, Indonesia",earthquake,,,,11,reviewed,us,us
2001-12-29T17:26:23.020Z,6.62,126.896,33,4.4,mb,18,,,0.97,us,usp000avg9,2014-11-07T01:14:33.029Z,"Mindanao, Philippines",earthquake,,,,5,reviewed,us,us
2001-12-29T14:32:22.600Z,-6.009,102.849,33,5.6,mwc,196,,,0.99,us,usp000avg4,2016-11-10T00:19:02.655Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
