time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-12-31T11:05:59.870Z,2.475,126.188,86.8,5.2,mb,,,,0.7,us,usp0006qnv,2014-11-07T00:57:00.923Z,"Molucca Sea",earthquake,,8.6,,16,reviewed,us,us
1994-12-30T21:28:48.450Z,-5.092,103.514,99,5.1,mb,,,,1,us,usp0006qn6,2014-11-07T00:57:00.847Z,"southern Sumatra, Indonesia",earthquake,,21.7,,19,reviewed,us,us
1994-12-30T03:46:35.310Z,-9.697,124.116,78.5,4.8,mb,,,,1.3,us,usp0006qm6,2014-11-07T00:57:00.717Z,"Timor region",earthquake,,21.7,,4,reviewed,us,us
1994-12-29T06:15:10.280Z,-8.608,119.387,142.2,4.2,mb,,,,1.4,us,usp0006qk6,2014-11-07T00:57:00.590Z,"Flores region, Indonesia",earthquake,,15.8,,2,reviewed,us,us
1994-12-29T04:33:53.090Z,-5.112,102.689,60.7,5.4,mb,,,,0.9,us,usp0006qk3,2014-11-07T00:57:00.578Z,"southern Sumatra, Indonesia",earthquake,,11.7,,30,reviewed,us,us
1994-12-28T22:39:23.700Z,5.211,126.316,72.5,5,mb,,,,1.2,us,usp0006qjn,2014-11-07T00:57:00.531Z,"Mindanao, Philippines",earthquake,,15.6,,6,reviewed,us,us
1994-12-28T15:01:47.950Z,-10.585,121.723,70.9,5.1,mb,,,,1,us,usp0006qhk,2014-11-07T00:57:00.275Z,"Savu Sea",earthquake,,9.7,,17,reviewed,us,us
1994-12-28T03:15:16.900Z,3.745,128.215,33,4.9,mb,,,,1.1,us,usp0006qgx,2014-11-07T00:57:00.141Z,"north of Halmahera, Indonesia",earthquake,,,,5,reviewed,us,us
1994-12-28T00:39:12.630Z,4.631,94.856,33,4.8,mb,,,,0.5,us,usp0006qgv,2014-11-07T00:57:00.137Z,"off the west coast of northern Sumatra",earthquake,,,,22,reviewed,us,us
1994-12-27T21:59:50.500Z,4.295,125.924,182,4.9,mb,,,,0.8,us,usp0006qgt,2014-11-07T00:57:00.133Z,"Kepulauan Sangihe, Indonesia",earthquake,,16.7,,19,reviewed,us,us
1994-12-27T16:43:03.220Z,0.772,127.232,176,4.5,mb,,,,0.7,us,usp0006qgg,2014-11-07T00:57:00.026Z,"Halmahera, Indonesia",earthquake,,34.6,,1,reviewed,us,us
1994-12-26T13:28:25.420Z,1.212,117.98,33,4.9,mb,,,,0.6,us,usp0006qf3,2014-11-07T00:56:59.844Z,"Kalimantan, Indonesia",earthquake,,,,7,reviewed,us,us
1994-12-25T20:17:13.870Z,-2.352,138.867,33,5.3,mw,,,,0.8,us,usp0006qen,2016-11-10T00:17:29.502Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,hrv
1994-12-25T07:18:41.110Z,-1.625,127.267,33,4.8,mb,,,,1,us,usp0006qdx,2014-11-07T00:56:59.731Z,"Kepulauan Obi, Indonesia",earthquake,,,,2,reviewed,us,us
1994-12-24T21:43:04.160Z,-3.207,139.568,102,4.9,mb,,,,0.3,us,usp0006qdf,2014-11-07T00:56:59.680Z,"Papua, Indonesia",earthquake,,28.6,,4,reviewed,us,us
1994-12-24T17:46:55.930Z,5.52,127.254,112.9,4.7,mb,,,,0.4,us,usp0006qd8,2014-11-07T00:56:59.597Z,"Philippine Islands region",earthquake,,8.4,,11,reviewed,us,us
