time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-12-31T23:47:26.650Z,1.157,124.632,33,4.4,mb,19,150,,1.21,us,usp000cgpc,2014-11-07T01:20:52.022Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,4,reviewed,us,us
2003-12-31T19:26:38.100Z,-7.866,127.763,200,4.6,mb,9,154.1,,1.22,us,usp000cgnw,2014-11-07T01:20:51.968Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,3,reviewed,us,us
2003-12-31T17:34:19.940Z,-10.113,119.371,33,4.1,mb,10,148.2,,1.28,us,usp000cgnq,2014-11-07T01:20:51.959Z,"Sumba region, Indonesia",earthquake,,,,2,reviewed,us,us
2003-12-31T05:36:02.820Z,1.151,126.044,33,4.2,mb,8,188.7,,0.49,us,usp000cgm3,2014-11-07T01:20:51.856Z,"Molucca Sea",earthquake,,,,3,reviewed,us,us
2003-12-30T23:49:27.190Z,-8.16,120.485,200,4.7,mb,9,147.5,,1.29,us,usp000cgka,2014-11-07T01:20:51.696Z,"Flores region, Indonesia",earthquake,,,,6,reviewed,us,us
2003-12-30T21:52:05.160Z,1.01,121.976,33,4.6,mb,12,173.1,,1.17,us,usp000cgk2,2014-11-07T01:20:51.654Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,4,reviewed,us,us
2003-12-30T19:37:16.340Z,-5.63,130.967,33,4.5,mb,22,123.9,,1.3,us,usp000cgjw,2014-11-07T01:20:51.643Z,"Banda Sea",earthquake,,,,10,reviewed,us,us
2003-12-29T15:05:19.170Z,4.147,94.706,33,5.1,mwc,95,44,,0.76,us,usp000cgfy,2016-11-10T00:19:06.337Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,hrv
2003-12-29T12:14:04.840Z,-7.735,127.046,150,4.7,mb,13,140.9,,0.89,us,usp000cgfd,2014-11-07T01:20:51.281Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,3,reviewed,us,us
2003-12-29T07:04:25.410Z,-3.815,131.015,33,3.5,mb,7,143.7,,1.45,us,usp000cgey,2014-11-07T01:20:51.227Z,"Ceram Sea, Indonesia",earthquake,,,,1,reviewed,us,us
2003-12-29T06:54:38.020Z,-6.965,130.305,33,4.1,mb,7,178.5,,1.47,us,usp000cgex,2014-11-07T01:20:51.226Z,"Banda Sea",earthquake,,,,1,reviewed,us,us
2003-12-29T05:58:52.530Z,-8.09,120.546,33,4.4,mb,9,145.9,,0.73,us,usp000cgeu,2014-11-07T01:20:51.208Z,"Flores region, Indonesia",earthquake,,,,2,reviewed,us,us
2003-12-28T07:50:39.900Z,1.453,127.134,97.1,4.8,mb,30,112.5,,0.69,us,usp000cgbz,2014-11-07T01:20:50.662Z,"Halmahera, Indonesia",earthquake,,8.6,,14,reviewed,us,us
2003-12-28T05:36:54.810Z,0.599,122.35,74.9,5.9,mwb,159,38.3,,1.1,us,usp000cgbp,2020-01-04T02:55:14.425Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
2003-12-27T20:54:59.520Z,-4.144,102.748,33,4.1,mb,9,212.4,,0.45,us,usp000cga7,2014-11-07T01:20:50.401Z,"southern Sumatra, Indonesia",earthquake,,,,3,reviewed,us,us
2003-12-27T09:14:05.920Z,0.996,120.342,33,4.4,mb,13,164.5,,1.06,us,usp000cg80,2014-11-07T01:20:50.136Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,6,reviewed,us,us
2003-12-26T17:42:55.540Z,6.757,127.099,56.1,4.8,mb,50,77.6,,1.15,us,usp000cg4n,2014-11-07T01:20:49.740Z,"Philippine Islands region",earthquake,,9.6,,14,reviewed,us,us
2003-12-26T15:11:16.830Z,-6.383,129.986,111.2,4.6,mb,33,96.4,,1.17,us,usp000cg4a,2014-11-07T01:20:49.718Z,"Banda Sea",earthquake,,15.5,,9,reviewed,us,us
