time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1997-12-31T23:10:48.820Z,-6.19,106.175,150,4.2,mb,,,,0.67,us,usp0008dh5,2014-11-07T01:04:12.553Z,"Java, Indonesia",earthquake,,,,2,reviewed,us,us
1997-12-31T17:03:49.480Z,-1.095,124.138,33,4.2,mb,,,,1.05,us,usp0008dg3,2014-11-07T01:04:12.487Z,"Kepulauan Sula, Indonesia",earthquake,,,,3,reviewed,us,us
1997-12-31T10:28:14.700Z,-0.274,123.454,33,4.6,mb,,,,0.95,us,usp0008dfg,2014-11-07T01:04:12.429Z,"Sulawesi, Indonesia",earthquake,,,,6,reviewed,us,us
1997-12-31T06:16:43.660Z,6.493,126.085,87.9,4.1,mb,,,,0.91,us,usp0008df4,2014-11-07T01:04:12.412Z,"Mindanao, Philippines",earthquake,,11.2,,3,reviewed,us,us
1997-12-31T00:42:31.820Z,-6.358,128.87,200,4.1,mb,,,,1.03,us,usp0008dew,2014-11-07T01:04:12.392Z,"Banda Sea",earthquake,,,,4,reviewed,us,us
1997-12-30T23:20:35.250Z,-3.019,129.043,103.1,3.5,mb,,,,0.46,us,usp0008deq,2014-11-07T01:04:12.381Z,"Seram, Indonesia",earthquake,,20.7,,1,reviewed,us,us
1997-12-30T20:05:43.250Z,3.615,126.518,100,3.6,mb,,,,1.02,us,usp0008dek,2014-11-07T01:04:12.370Z,"Kepulauan Talaud, Indonesia",earthquake,,,,1,reviewed,us,us
1997-12-30T18:53:30.040Z,-7.741,128.606,100,4.1,mb,,,,1.49,us,usp0008dej,2014-11-07T01:04:12.369Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,3,reviewed,us,us
1997-12-30T09:03:31.520Z,-7.063,130.003,100,4.2,mb,,,,1.4,us,usp0008ddp,2014-11-07T01:04:11.736Z,"Kepulauan Tanimbar, Indonesia",earthquake,,,,1,reviewed,us,us
1997-12-30T00:12:37.380Z,-4.963,129.757,100,3.9,mb,,,,1.25,us,usp0008dd6,2014-11-07T01:04:11.656Z,"Banda Sea",earthquake,,,,2,reviewed,us,us
1997-12-29T22:11:58.410Z,3.991,127.951,100,4.7,mb,,,,1.2,us,usp0008dd0,2014-11-07T01:04:11.641Z,"Kepulauan Talaud, Indonesia",earthquake,,,,16,reviewed,us,us
1997-12-29T17:39:36.240Z,-3.023,136.113,33,4.2,mb,,,,1.02,us,usp0008dcs,2014-11-07T01:04:11.621Z,"Papua, Indonesia",earthquake,,,,7,reviewed,us,us
