time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-12-31T06:14:42.440Z,-1.144,126.932,46.3,4.9,mb,50,79.4,,1.21,us,usp000jcvr,2014-11-07T01:46:38.989Z,"Kepulauan Sula, Indonesia",earthquake,,8.6,,22,reviewed,us,us
2011-12-31T04:05:43.630Z,-1.106,126.875,18.2,4.7,mb,71,83.3,,0.86,us,usp000jcvk,2014-11-07T01:46:38.966Z,"Kepulauan Sula, Indonesia",earthquake,,13.7,,29,reviewed,us,us
2011-12-31T03:57:01.410Z,-5.967,127.422,44.7,4.9,mwc,46,45.9,,1.23,us,usp000jcvj,2014-11-07T01:46:38.961Z,"Banda Sea",earthquake,,9,,,reviewed,us,gcmt
2011-12-31T00:24:26.310Z,-5.365,141.543,31.2,5,mb,82,33.3,,1.1,us,usp000jcvc,2014-11-07T01:46:38.935Z,"New Guinea, Papua New Guinea",earthquake,,5.8,,34,reviewed,us,us
2011-12-30T08:51:59.080Z,-5.841,104.341,59,5.3,mwb,321,33.8,,0.99,us,usp000jcu3,2014-11-07T01:46:38.702Z,"southern Sumatra, Indonesia",earthquake,,4.6,,,reviewed,us,us
2011-12-30T01:45:02.300Z,1.911,127.56,88.1,4.7,mb,68,36.6,,0.69,us,usp000jctt,2014-11-07T01:46:38.639Z,"Halmahera, Indonesia",earthquake,,5.5,,37,reviewed,us,us
2011-12-29T20:06:34.660Z,-11.116,110.909,35,4.9,mb,21,205.5,,0.84,us,usp000jctj,2014-11-07T01:46:38.596Z,"south of Java, Indonesia",earthquake,,,,4,reviewed,us,us
2011-12-29T15:24:25.240Z,0.516,123.276,137.6,4.4,mb,18,158.3,,1.29,us,usp000jct8,2014-11-07T01:46:38.528Z,"Minahasa, Sulawesi, Indonesia",earthquake,,15.7,,6,reviewed,us,us
2011-12-29T03:05:09.730Z,4.049,96.467,80.5,4.8,mb,74,68.1,,1.09,us,usp000jcsq,2014-11-07T01:46:38.455Z,"northern Sumatra, Indonesia",earthquake,,7.2,,28,reviewed,us,us
2011-12-28T20:04:56.940Z,-6.68,130.357,167.1,4.2,mb,18,163,,0.47,us,usp000jcse,2014-11-07T01:46:38.393Z,"Banda Sea",earthquake,,8.3,,3,reviewed,us,us
2011-12-28T17:33:53.610Z,1.685,127.643,143.7,5.2,mwc,195,30.8,,0.87,us,usp000jcs5,2014-11-07T01:46:38.343Z,"Halmahera, Indonesia",earthquake,,,,,reviewed,us,gcmt
2011-12-28T16:27:38.930Z,7.461,126.568,85.4,4.7,mb,60,72.3,,0.84,us,usp000jcs3,2014-11-07T01:46:38.335Z,"Mindanao, Philippines",earthquake,,8.1,,18,reviewed,us,us
2011-12-28T14:23:54.980Z,-6.288,103.83,48.9,4.7,mb,55,177,,1,us,usp000jcrx,2014-11-07T01:46:38.318Z,"southwest of Sumatra, Indonesia",earthquake,,,,16,reviewed,us,us
2011-12-28T09:28:49.200Z,4.541,126.308,119.9,4.5,mb,23,116.5,,1.03,us,usp000jcrp,2014-11-07T01:46:38.290Z,"Kepulauan Talaud, Indonesia",earthquake,,9,,1,reviewed,us,us
2011-12-28T08:50:17.700Z,1.635,96.851,31.9,4.3,mb,28,191.5,,0.34,us,usp000jcrk,2014-11-07T01:46:38.276Z,"Nias region, Indonesia",earthquake,,18.4,,2,reviewed,us,us
2011-12-27T20:30:15.140Z,1.872,128.328,120.2,5,mb,69,83.6,,0.86,us,usp000jcqq,2014-11-07T01:46:38.141Z,"Halmahera, Indonesia",earthquake,,8.4,,26,reviewed,us,us
2011-12-27T16:50:27.160Z,-0.073,125.872,44.5,4.5,mb,21,104.9,,0.81,us,usp000jcqa,2014-11-07T01:46:38.068Z,"Molucca Sea",earthquake,,19.2,,3,reviewed,us,us
2011-12-27T08:23:07.490Z,-3.369,101.271,54.2,4.6,mb,35,106.1,,0.77,us,usp000jcpw,2014-11-07T01:46:37.935Z,"southern Sumatra, Indonesia",earthquake,,7.8,,7,reviewed,us,us
2011-12-27T03:30:44.680Z,-7.97,129.945,35,4.8,mb,19,113.8,,1.23,us,usp000jcpp,2014-11-07T01:46:37.898Z,"Kepulauan Babar, Indonesia",earthquake,,,,4,reviewed,us,us
