time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1990-12-31T21:47:21.840Z,0.45,126.422,33,5,mb,,,,0.3,us,usp0004k1k,2014-11-07T00:47:40.854Z,"Molucca Sea",earthquake,,,,1,reviewed,us,us
1990-12-31T17:57:03.200Z,0.857,126.689,70.5,5.5,mb,,,,1.2,us,usp0004k19,2015-05-13T18:53:29.000Z,"Molucca Sea",earthquake,,12.4,,29,reviewed,us,us
1990-12-31T00:08:23.950Z,-3.427,140.561,37.9,4.9,mb,,,,1.1,us,usp0004k0a,2014-11-07T00:47:40.734Z,"Papua, Indonesia",earthquake,,13.1,,10,reviewed,us,us
1990-12-30T22:28:02.230Z,-7.591,122.949,269.7,4.6,mb,,,,0.9,us,usp0004k06,2014-11-07T00:47:40.701Z,"Flores Sea",earthquake,,18.5,,4,reviewed,us,us
1990-12-30T09:36:43.760Z,8.419,94.123,33,4.6,mb,,,,1.3,us,usp0004jze,2014-11-07T00:47:40.564Z,"Nicobar Islands, India region",earthquake,,,,9,reviewed,us,us
1990-12-30T06:22:17.010Z,-0.072,123.11,181.3,5.4,mw,,,,1.1,us,usp0004jz9,2016-11-10T00:19:45.635Z,"Sulawesi, Indonesia",earthquake,,3.2,,,reviewed,us,hrv
1990-12-30T04:56:41.670Z,8.263,126.614,66.5,5.2,mb,,,,0.7,us,usp0004jz7,2014-11-07T00:47:40.539Z,"Mindanao, Philippines",earthquake,,14.9,,8,reviewed,us,us
1990-12-30T04:04:30.330Z,7.814,93.067,33,4.3,mb,,,,1.2,us,usp0004jz6,2014-11-07T00:47:40.538Z,"Nicobar Islands, India region",earthquake,,,,1,reviewed,us,us
1990-12-30T01:40:56.010Z,7.263,126.922,62.6,4.7,mb,,,,1.1,us,usp0004jyx,2014-11-07T00:47:40.516Z,"Mindanao, Philippines",earthquake,,29.1,,4,reviewed,us,us
1990-12-29T23:24:30.730Z,-11.38,118.294,33,5.4,mb,,,,1.3,us,usp0004jym,2014-11-07T00:47:40.480Z,"south of Sumbawa, Indonesia",earthquake,,,,6,reviewed,us,us
1990-12-29T22:44:36.530Z,-8.803,118.826,138.5,4.8,mb,,,,1.2,us,usp0004jyg,2014-11-07T00:47:40.463Z,"Sumbawa region, Indonesia",earthquake,,14,,12,reviewed,us,us
1990-12-29T21:05:27.800Z,5.707,125.912,114.2,5.2,mw,,,,1.1,us,usp0004jye,2016-11-10T00:19:17.258Z,"Mindanao, Philippines",earthquake,,9,,,reviewed,us,hrv
