time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1987-12-31T23:50:17.520Z,-6.21,131.41,33,4.7,mb,,,,1.2,us,usp0003bq0,2014-11-07T00:41:25.603Z,"Kepulauan Tanimbar, Indonesia",earthquake,,,,6,reviewed,us,us
1987-12-31T19:57:14.820Z,3.175,127.094,33,4.4,mb,,,,1.4,us,usp0003bpw,2014-11-07T00:41:25.595Z,"Kepulauan Talaud, Indonesia",earthquake,,,,4,reviewed,us,us
1987-12-31T00:25:56.640Z,-7.291,128.355,110.4,4.4,mb,,,,1,us,usp0003bp9,2014-11-07T00:41:25.530Z,"Kepulauan Barat Daya, Indonesia",earthquake,,35.4,,1,reviewed,us,us
1987-12-30T20:48:57.320Z,4.272,128.566,33,4.7,mb,,,,1,us,usp0003bp0,2014-11-07T00:41:25.493Z,"north of Halmahera, Indonesia",earthquake,,,,5,reviewed,us,us
1987-12-30T06:39:04.630Z,-7.2,129.433,149.4,5.1,mb,,,,1.3,us,usp0003bnk,2014-11-07T00:41:25.412Z,"Kepulauan Babar, Indonesia",earthquake,,10.9,,14,reviewed,us,us
1987-12-30T03:45:36.780Z,-6.458,130.713,161.1,4,mb,,,,1.2,us,usp0003bng,2014-11-07T00:41:25.407Z,"Banda Sea",earthquake,,26.4,,2,reviewed,us,us
1987-12-29T17:44:01.030Z,2.396,127.063,33,4.5,mb,,,,1,us,usp0003bn3,2014-11-07T00:41:25.381Z,"Molucca Sea",earthquake,,,,3,reviewed,us,us
1987-12-29T01:10:02.450Z,-11.639,117.869,33,4.4,mb,,,,0.8,us,usp0003bmq,2014-11-07T00:41:25.353Z,"south of Sumbawa, Indonesia",earthquake,,,,2,reviewed,us,us
1987-12-28T22:15:54.720Z,-10.141,116.555,33,4.2,mb,,,,1.3,us,usp0003bmj,2014-11-07T00:41:25.345Z,"south of Lombok, Indonesia",earthquake,,,,2,reviewed,us,us
1987-12-28T21:54:47.990Z,-8.979,131.105,49.1,4.6,mb,,,,0.6,us,usp0003bmh,2014-11-07T00:41:25.344Z,"Kepulauan Tanimbar, Indonesia",earthquake,,10.9,,2,reviewed,us,us
1987-12-28T08:52:19.320Z,-10.012,118.572,33,3.3,mb,,,,0.6,us,usp0003bm5,2014-11-07T00:41:25.301Z,"south of Sumbawa, Indonesia",earthquake,,,,1,reviewed,us,us
1987-12-28T07:46:53.270Z,-8.721,121.587,158.8,4.8,mb,,,,1,us,usp0003bm3,2014-11-07T00:41:25.258Z,"Flores region, Indonesia",earthquake,,15,,8,reviewed,us,us
1987-12-28T07:31:21.840Z,9.72,126.17,33,5,mb,,,,0.9,us,usp0003bm2,2014-11-07T00:41:25.256Z,"Mindanao, Philippines",earthquake,,,,7,reviewed,us,us
1987-12-26T19:10:06.070Z,2.672,126.996,33,4.5,mb,,,,1.4,us,usp0003bk1,2014-11-07T00:41:25.137Z,"Molucca Sea",earthquake,,,,2,reviewed,us,us
1987-12-25T18:39:34.750Z,-6.307,130.068,152.9,4.9,mb,,,,1.2,us,usp0003bj6,2014-11-07T00:41:25.016Z,"Banda Sea",earthquake,,9,,11,reviewed,us,us
