time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-12-31T17:22:51.700Z,1.0439,126.5326,42.38,4,mb,,197,0.876,0.98,us,us10007tyr,2017-03-23T22:52:11.040Z,"97km WNW of Kota Ternate, Indonesia",earthquake,11.8,27.3,0.183,8,reviewed,us,us
2016-12-31T15:01:22.860Z,5.3647,94.6379,67.06,4.9,mb,,135,2.303,1.08,us,us10007nwc,2017-03-23T22:52:11.040Z,"78km WSW of Banda Aceh, Indonesia",earthquake,9.1,6.7,0.057,97,reviewed,us,us
2016-12-31T07:21:08.220Z,-6.0786,130.0318,137.85,4.6,mb,,82,2.271,0.86,us,us10007nv4,2017-03-23T22:52:10.040Z,"250km NW of Saumlaki, Indonesia",earthquake,8.9,8.2,0.122,20,reviewed,us,us
2016-12-30T15:01:05.480Z,9.2912,122.7357,69.42,4.1,mb,,197,5.862,1.24,us,us10007tr0,2017-03-23T22:52:10.040Z,"9km SSW of Malabugas, Philippines",earthquake,14.1,9.1,0.198,7,reviewed,us,us
2016-12-30T08:24:53.620Z,-9.1767,123.5689,116.02,4.6,mb,,59,0.897,0.89,us,us10007nqa,2017-03-23T22:52:09.040Z,"51km NNW of Naisano Dua, Indonesia",earthquake,7.7,6.6,0.11,25,reviewed,us,us
2016-12-30T07:10:05.390Z,1.7358,126.5028,42.15,5,mb,,92,1.289,0.95,us,us10007npz,2017-03-23T22:52:09.040Z,"142km NW of Kota Ternate, Indonesia",earthquake,7.8,7.4,0.075,57,reviewed,us,us
2016-12-30T06:41:20.480Z,-9.1597,118.7325,105.58,4.4,mb,,81,3.502,0.64,us,us10007tqx,2017-03-23T22:52:09.040Z,"45km SSE of Tolotangga, Indonesia",earthquake,6.7,8.6,0.134,16,reviewed,us,us
2016-12-30T06:06:34.030Z,0.4049,123.7758,211.57,4.6,mb,,55,1.753,0.77,us,us10007npe,2017-03-23T22:52:09.040Z,"23km W of Molibagu, Indonesia",earthquake,6.6,7.2,0.099,30,reviewed,us,us
2016-12-29T22:30:19.300Z,-9.0279,118.6639,79,6.3,mww,,26,3.553,1.42,us,us10007nl0,2020-03-27T11:27:19.939Z,"29km S of Tolotangga, Indonesia",earthquake,6.2,1.8,,,reviewed,us,us
2016-12-29T14:37:33.160Z,3.9723,126.7909,82.3,4.3,mb,,177,3.23,0.83,us,us10007tpb,2017-03-23T22:52:08.040Z,"216km SE of Sarangani, Philippines",earthquake,5.3,14.5,0.177,9,reviewed,us,us
2016-12-29T08:16:44.850Z,-4.6133,101.7366,31.98,4.3,mb,,112,1.241,0.62,us,us10007tnz,2017-03-23T22:52:08.040Z,"107km SSW of Bengkulu, Indonesia",earthquake,5.2,6.8,0.147,13,reviewed,us,us
2016-12-29T05:05:33.520Z,7.2815,94.4877,22.86,4.4,mb,,151,3.183,0.36,us,us10007tnm,2017-03-23T22:52:08.040Z,"149km ESE of Mohean, India",earthquake,7.6,8.2,0.144,14,reviewed,us,us
2016-12-29T01:22:26.280Z,-4.7053,101.697,31.82,4.3,mb,,207,1.3,0.35,us,us10007tnc,2017-03-23T22:52:08.040Z,"118km SSW of Bengkulu, Indonesia",earthquake,10.8,5.2,0.217,6,reviewed,us,us
2016-12-27T14:34:31.350Z,-8.2738,121.8227,203.03,4.4,mb,,102,2.643,0.85,us,us10007n16,2017-03-23T22:52:05.040Z,"26km N of Detuwane, Indonesia",earthquake,12.2,8.5,0.103,27,reviewed,us,us
2016-12-27T13:40:15.660Z,1.4291,128.7574,190.17,4.3,mb,,202,3.391,0.09,us,us10007t4q,2017-03-23T22:52:05.040Z,"89km ESE of Tobelo, Indonesia",earthquake,18,20.8,0.188,8,reviewed,us,us
2016-12-26T21:36:34.160Z,1.8075,126.4263,40.81,4.6,mb,,88,1.393,1.19,us,us10007my6,2017-03-23T22:52:04.040Z,"144km ENE of Bitung, Indonesia",earthquake,7.7,7.9,0.079,48,reviewed,us,us
2016-12-26T18:24:37.040Z,4.1368,96.0179,77.74,4.9,mb,,69,1.426,1.02,us,us10007mxj,2017-03-23T22:52:04.040Z,"12km W of Meulaboh, Indonesia",earthquake,7.3,6.8,0.062,81,reviewed,us,us
2016-12-26T16:39:38.130Z,3.9631,126.5343,35,4.5,mb,,129,3.229,0.89,us,us10007mwx,2017-03-23T22:52:04.040Z,"198km SE of Sarangani, Philippines",earthquake,8.5,2,0.106,26,reviewed,us,us
2016-12-26T13:10:32.080Z,3.385,126.5329,35,4.4,mb,,104,2.726,0.68,us,us10007t24,2017-03-23T22:52:03.040Z,"246km NW of Tobelo, Indonesia",earthquake,8.9,1.9,0.11,24,reviewed,us,us
2016-12-26T02:38:00.430Z,-2.5384,140.017,15.21,4.4,mb,,173,7.768,0.88,us,us10007mt6,2017-03-23T22:52:03.040Z,"63km W of Abepura, Indonesia",earthquake,11.3,4,0.13,17,reviewed,us,us
2016-12-25T22:27:00.020Z,-6.6117,128.3416,274.72,4.4,mb,,132,3.234,0.83,us,us10007mr9,2017-03-23T22:52:03.040Z,"Banda Sea",earthquake,11.1,10.7,0.162,11,reviewed,us,us
2016-12-25T15:53:11.020Z,1.5972,127.2908,130.95,4.4,mb,,139,0.823,0.67,us,us10007mp5,2017-03-23T22:52:02.040Z,"81km W of Tobelo, Indonesia",earthquake,9.4,7.8,0.162,12,reviewed,us,us
2016-12-25T08:39:37.830Z,-8.3402,128.7946,147.41,4.1,mb,,124,2.504,0.69,us,us10007mm0,2017-03-23T22:52:02.040Z,"281km W of Saumlaki, Indonesia",earthquake,10.4,10,0.198,7,reviewed,us,us
2016-12-25T08:00:08.360Z,6.1867,126.6243,33.15,4.6,mb,,74,1.359,0.84,us,us10007mlt,2017-03-23T22:52:02.040Z,"53km ESE of Pondaguitan, Philippines",earthquake,7.6,3.7,0.103,28,reviewed,us,us
2016-12-24T20:26:05.390Z,5.9083,126.4638,10,4.7,mb,,86,1.45,0.7,us,us10007mjh,2017-03-23T22:52:01.040Z,"59km SSE of Pondaguitan, Philippines",earthquake,6.8,1.8,0.072,58,reviewed,us,us
2016-12-24T17:46:41.970Z,-7.6344,127.9346,174.51,4.4,mb,,56,3.351,1.21,us,us10007sf2,2017-03-23T22:52:01.040Z,"279km ENE of Dili, East Timor",earthquake,8.8,10.4,0.162,12,reviewed,us,us
2016-12-24T02:56:54.940Z,9.9079,127.048,39.03,4.3,mb,,178,3.172,0.66,us,us10007sdy,2017-03-23T22:52:00.040Z,"98km E of General Luna, Philippines",earthquake,8.6,11,0.16,11,reviewed,us,us
2016-12-23T22:15:32.700Z,-6.5445,130.2523,95.64,4.3,mb,,92,1.766,1.31,us,us10007mdm,2017-03-23T22:52:00.040Z,"194km NW of Saumlaki, Indonesia",earthquake,6.4,10.1,0.154,12,reviewed,us,us
2016-12-23T19:15:39.190Z,-0.2458,124.4794,73.18,5,mb,,40,1.881,0.95,us,us10007mbr,2017-03-23T22:52:00.040Z,"89km SE of Molibagu, Indonesia",earthquake,6.8,6.6,0.049,131,reviewed,us,us
2016-12-23T18:21:29.380Z,-4.7076,137.7532,61.91,4.2,mb,,100,5.772,1.32,us,us10007sc2,2017-03-23T22:51:59.040Z,"178km ESE of Enarotali, Indonesia",earthquake,6.3,14.1,0.199,7,reviewed,us,us
2016-12-23T17:35:06.870Z,9.9231,126.2919,47.63,4.8,mb,,46,2.921,1.08,us,us10007mbj,2017-03-23T22:51:59.040Z,"21km NE of General Luna, Philippines",earthquake,8.1,7.5,0.069,66,reviewed,us,us
2016-12-23T17:11:15.920Z,-9.9823,123.1908,71.16,4.2,mb,,126,0.515,1.21,us,us10007sby,2017-03-23T22:51:59.040Z,"47km WNW of Kupang, Indonesia",earthquake,7.8,8.6,0.16,11,reviewed,us,us
2016-12-23T16:09:35.150Z,9.9566,126.2713,54.22,5.1,mb,,96,2.949,1.1,us,us10007mb3,2017-03-23T22:51:59.040Z,"20km E of San Isidro, Philippines",earthquake,9.4,6.5,0.069,68,reviewed,us,us
2016-12-23T10:16:33.300Z,5.737,125.436,10,4.4,mb,,141,1.331,1.05,us,us10007sbu,2017-03-23T22:51:59.040Z,"7km WNW of Kalbay, Philippines",earthquake,5.6,1.9,0.144,14,reviewed,us,us
2016-12-22T23:32:26.790Z,-0.8309,127.3136,88.87,4.3,mb,,89,1.592,0.66,us,us10007rqi,2017-03-16T02:31:34.040Z,"69km NW of Laiwui, Indonesia",earthquake,8.1,15,0.168,10,reviewed,us,us
2016-12-22T13:45:51.830Z,-7.3901,129.3914,163.9,4.4,mb,,148,1.98,1.35,us,us10007rpk,2017-03-16T02:31:33.040Z,"221km WNW of Saumlaki, Indonesia",earthquake,11.2,7.2,0.218,6,reviewed,us,us
2016-12-22T02:55:44.010Z,-2.817,128.4341,53.41,4.2,mb,,72,3.428,0.93,us,us10007r91,2017-03-16T02:31:33.040Z,"5km NW of Taniwel, Indonesia",earthquake,7.9,9.1,0.118,20,reviewed,us,us
2016-12-21T11:07:21.920Z,-7.6933,126.7016,221.34,4.4,mb,,83,3.16,0.66,us,us10007rln,2017-03-16T02:31:32.040Z,"156km NE of Dili, East Timor",earthquake,7.2,12.4,0.143,14,reviewed,us,us
2016-12-21T10:48:23.570Z,6.3977,125.9137,109.44,4.7,mb,,106,0.745,0.61,us,us10007lp3,2017-03-16T02:31:32.040Z,"23km WSW of Tiblawan, Philippines",earthquake,9.8,6.9,0.063,76,reviewed,us,us
2016-12-21T06:34:12.810Z,-7.6059,128.0483,166.41,4.5,mb,,55,3.242,1.43,us,us10007ln0,2017-03-16T02:31:32.040Z,"292km ENE of Dili, East Timor",earthquake,5.1,9,0.127,19,reviewed,us,us
2016-12-21T01:57:31.560Z,-7.5738,128.0532,154.15,4.3,mb,,82,3.241,1.01,us,us10007llk,2017-03-16T02:31:32.040Z,"294km ENE of Dili, East Timor",earthquake,8.5,9.3,0.154,12,reviewed,us,us
2016-12-21T00:17:14.990Z,-7.5082,127.9206,152,6.7,mww,,17,3.38,1.2,us,us10007lkw,2020-03-27T11:25:56.090Z,"283km ENE of Dili, East Timor",earthquake,5.3,1.8,,,reviewed,us,us
2016-12-21T00:15:59.120Z,-7.4511,128.5854,154.4,4.1,mb,,80,2.74,0.75,us,us10007rld,2017-03-16T02:31:31.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,9.6,9.6,0.151,12,reviewed,us,us
2016-12-20T22:51:13.590Z,0.4415,126.5468,46.2,4.3,mb,,80,0.883,0.59,us,us10007rg8,2017-03-16T02:31:31.040Z,"98km WSW of Kota Ternate, Indonesia",earthquake,8.2,4,0.126,18,reviewed,us,us
2016-12-20T21:05:59.470Z,7.8476,127.5401,10,4.3,mb,,144,2.092,1.36,us,us10007rg3,2017-03-16T02:31:31.040Z,"110km E of Kinablangan, Philippines",earthquake,12,1.9,0.161,11,reviewed,us,us
2016-12-20T13:42:16.820Z,-0.8711,131.2213,33.57,4.2,mb,,128,0.044,0.59,us,us10007rfh,2017-03-16T02:31:31.040Z,"3km WNW of Sorong, Indonesia",earthquake,15.7,4.7,0.199,7,reviewed,us,us
2016-12-20T10:21:33.020Z,3.659,126.5941,39.82,5,mb,,38,2.97,1,us,us200082t3,2017-03-16T02:31:30.040Z,"230km SSE of Sarangani, Philippines",earthquake,7.1,5.2,0.059,90,reviewed,us,us
2016-12-20T07:14:41.440Z,-6.3894,130.6457,81.28,5.1,mb,,76,1.71,0.74,us,us200082ql,2017-03-16T02:31:30.040Z,"187km NNW of Saumlaki, Indonesia",earthquake,7,2,0.08,50,reviewed,us,us
2016-12-20T01:49:56.990Z,7.5325,139.2325,15.23,4.7,mb,,163,12.505,0.38,us,us10007rej,2017-03-16T02:31:30.040Z,"144km WSW of Sorol, Micronesia",earthquake,16.7,6,0.123,20,reviewed,us,us
2016-12-19T16:54:45.240Z,2.6743,127.1749,35,4.3,mb,,195,1.899,0.9,us,us10007rda,2017-03-16T02:31:29.040Z,"139km NW of Tobelo, Indonesia",earthquake,6.4,2,0.177,9,reviewed,us,us
2016-12-19T13:11:45.590Z,-0.7031,133.1518,31.42,4.4,mb,,116,2.379,0.53,us,us10007rd3,2017-03-16T02:31:29.040Z,"105km W of Manokwari, Indonesia",earthquake,10.5,4,0.12,20,reviewed,us,us
2016-12-19T13:06:41.400Z,-6.4735,128.4116,268.84,4.3,mb,,156,3.233,1.14,us,us10007rcy,2017-03-16T02:31:29.040Z,"Banda Sea",earthquake,12,15,0.266,4,reviewed,us,us
2016-12-19T06:44:41.420Z,4.8603,94.1739,35,4.2,mb,,197,2.786,0.5,us,us10007rcd,2017-03-16T02:31:29.040Z,"148km WSW of Banda Aceh, Indonesia",earthquake,12.9,2,0.199,7,reviewed,us,us
2016-12-18T23:27:25.020Z,-1.945,140.4824,14.83,4.7,mb,,138,14.247,0.4,us,us200082fu,2017-03-16T02:31:28.040Z,"69km NNW of Jayapura, Indonesia",earthquake,11.2,4.9,0.102,29,reviewed,us,us
2016-12-18T22:36:45.790Z,-3.9359,124.005,30.18,4.3,mb,,73,3.127,0.73,us,us10007pwk,2017-03-16T02:31:28.040Z,"167km E of Kendari, Indonesia",earthquake,7,4.2,0.237,5,reviewed,us,us
2016-12-18T19:24:43.690Z,5.4107,94.6109,50.68,5.3,mb,,65,2.333,1.06,us,us200082ej,2017-03-16T02:31:28.040Z,"80km WSW of Banda Aceh, Indonesia",earthquake,7.9,4.8,0.049,138,reviewed,us,us
2016-12-18T16:15:44.400Z,-5.9185,130.6914,99.47,4.1,mb,,75,2.137,0.55,us,us10007pve,2017-03-16T02:31:28.040Z,"229km W of Tual, Indonesia",earthquake,8.4,4.9,0.185,8,reviewed,us,us
2016-12-18T15:45:25.120Z,-5.7722,103.2197,35,4.6,mb,,93,1.426,0.8,us,us10007pvb,2017-03-16T02:31:28.040Z,"101km SW of Kuripan, Indonesia",earthquake,7.1,2,0.092,35,reviewed,us,us
2016-12-18T13:00:35.300Z,8.4654,137.841,28.05,4.8,mb,,165,12.61,0.78,us,us10007pvx,2017-03-16T02:31:28.040Z,"39km E of Ngulu, Micronesia",earthquake,12.2,5.3,0.176,12,reviewed,us,us
2016-12-18T12:43:43.330Z,-6.7241,129.0926,202.62,4,mb,,90,2.52,1.11,us,us10007pwz,2017-03-16T02:31:28.040Z,"280km WNW of Saumlaki, Indonesia",earthquake,9.4,9.8,0.232,5,reviewed,us,us
2016-12-18T11:26:45.280Z,8.4327,137.9599,28.61,4.7,mb,,110,12.634,0.66,us,us10007pvh,2017-03-16T02:31:27.040Z,"52km E of Ngulu, Micronesia",earthquake,13.6,5.4,0.129,18,reviewed,us,us
2016-12-18T09:47:06.130Z,8.3725,137.6736,19,6.2,mww,,16,8.76,1.06,us,us2000828l,2017-03-16T02:31:27.040Z,"22km ESE of Ngulu, Micronesia",earthquake,8.2,1.7,,,reviewed,us,us
2016-12-18T06:37:01.200Z,-2.1081,119.7217,35,4,mb,,170,3.227,0.58,us,us10007put,2017-03-16T02:31:27.040Z,"48km NNE of Kalumpang, Indonesia",earthquake,10.8,2,0.15,12,reviewed,us,us
2016-12-18T01:45:21.140Z,2.17,99.0849,148.66,4.1,mb,,107,0.544,0.98,us,us10007ptn,2017-03-16T02:31:26.040Z,"50km E of Onan Ganjang, Indonesia",earthquake,6.1,4.7,0.213,6,reviewed,us,us
2016-12-18T01:44:47.510Z,0.73,126.0984,45.15,4.8,mb,,59,1.268,1.06,us,us2000823w,2017-03-16T02:31:26.040Z,"129km SE of Bitung, Indonesia",earthquake,7,3,0.082,46,reviewed,us,us
2016-12-17T08:31:23.320Z,5.5984,126.371,70.2,4.2,mb,,173,1.66,0.5,us,us10007ppv,2017-03-16T02:31:24.040Z,"87km SSE of Pondaguitan, Philippines",earthquake,12.2,7.7,0.147,13,reviewed,us,us
2016-12-17T06:21:18.420Z,3.4914,128.774,41.09,4.2,mb,,51,3.045,0.42,us,us10007pps,2017-03-16T02:31:24.040Z,"212km NNE of Tobelo, Indonesia",earthquake,9.6,4.9,0.115,21,reviewed,us,us
2016-12-17T03:02:09.090Z,5.3424,125.4744,188.63,4.6,mb,,114,1.719,0.69,us,us200081t0,2017-03-16T02:31:24.040Z,"6km S of Sarangani, Philippines",earthquake,7.4,8.9,0.126,19,reviewed,us,us
2016-12-17T00:36:48.180Z,5.3577,96.3302,17.46,4.2,mb,,103,0.627,0.9,us,us10007nuu,2017-03-16T02:31:24.040Z,"16km NNE of Reuleuet, Indonesia",earthquake,8.5,5.8,0.118,20,reviewed,us,us
2016-12-16T22:39:31.970Z,-3.1237,139.082,49.25,5.1,mb,,52,6.826,0.79,us,us200081rl,2017-03-16T02:31:23.040Z,"175km WSW of Abepura, Indonesia",earthquake,8.2,6.1,0.056,102,reviewed,us,us
2016-12-16T22:13:01.410Z,0.3871,123.9939,199.74,4.3,mb,,114,1.873,0.57,us,us10007maf,2017-03-16T02:31:23.040Z,"1km E of Molibagu, Indonesia",earthquake,9.7,12.6,0.189,8,reviewed,us,us
2016-12-16T19:03:36.980Z,-4.1859,142.8171,107.64,4.3,mb,,63,6.743,1.24,us,us10007ma8,2017-03-16T02:31:23.040Z,"6km NNW of Ambunti, Papua New Guinea",earthquake,8.3,9.6,0.129,17,reviewed,us,us
2016-12-16T14:58:02.940Z,-5.9015,129.4164,193.46,4.8,mb,,94,2.786,0.78,us,us200081dw,2017-03-16T02:31:23.040Z,"271km SSE of Saparua, Indonesia",earthquake,8.3,7.9,0.1,31,reviewed,us,us
2016-12-16T09:55:41.680Z,-5.74,130.8407,10,4.3,mb,,77,3.134,1.42,us,us10007map,2017-03-16T02:31:23.040Z,"211km W of Tual, Indonesia",earthquake,8.8,1.9,0.177,9,reviewed,us,us
2016-12-16T01:35:51.820Z,-2.8512,128.0263,46.61,4.7,mb,,35,3.658,0.87,us,us2000816r,2017-03-16T02:31:22.040Z,"30km NW of Piru, Indonesia",earthquake,7.1,3.5,0.088,39,reviewed,us,us
2016-12-15T20:06:17.520Z,-2.5285,138.7659,10,4.5,mb,,98,6.521,1.4,us,us20008145,2017-03-09T02:14:32.040Z,"202km W of Abepura, Indonesia",earthquake,8.4,1.9,0.087,39,reviewed,us,us
2016-12-15T16:58:33.800Z,-7.8007,108.0156,80.89,4.4,mb,,62,1.049,1.14,us,us10007m99,2017-03-09T02:14:32.040Z,"6km S of Cipatujah Selatan, Indonesia",earthquake,8.3,6.1,0.093,33,reviewed,us,us
2016-12-15T15:34:55.800Z,-9.1459,123.8471,76.75,4.4,mb,,104,0.733,1.29,us,us10007m9e,2017-03-09T02:14:32.040Z,"50km N of Naisano Dua, Indonesia",earthquake,7.1,14.8,0.269,4,reviewed,us,us
2016-12-15T15:07:19.660Z,-1.9204,128.9262,42.52,4.1,mb,,74,2.561,0.81,us,us10007m8s,2017-03-09T02:14:32.040Z,"114km NNE of Taniwel, Indonesia",earthquake,7.2,11.9,0.174,9,reviewed,us,us
2016-12-15T00:58:17.290Z,3.592,126.7869,58.93,4.6,mb,,102,2.86,0.85,us,us200080vx,2017-03-09T02:14:31.040Z,"246km NNW of Tobelo, Indonesia",earthquake,3.9,7.9,0.093,35,reviewed,us,us
2016-12-15T00:13:10.300Z,-7.2755,129.7004,102.49,4.7,mb,,68,1.733,0.61,us,us200080vf,2017-03-09T02:14:31.040Z,"193km WNW of Saumlaki, Indonesia",earthquake,6.8,6.4,0.07,62,reviewed,us,us
2016-12-14T12:41:30.360Z,-5.3637,128.87,262.18,4.2,mb,,99,3.548,1.17,us,us10007m2k,2017-03-09T02:14:31.040Z,"198km SSE of Amahusu, Indonesia",earthquake,12.6,24.7,0.187,8,reviewed,us,us
2016-12-13T22:57:07.700Z,-3.6878,131.4371,22.32,4.8,mb,,38,1.113,0.79,us,us200080ky,2017-03-09T02:14:30.040Z,"262km NNW of Tual, Indonesia",earthquake,5.8,1.3,0.072,60,reviewed,us,us
2016-12-13T17:47:58.420Z,-6.5089,130.1283,149.12,4.3,mb,,90,1.868,0.95,us,us10007lre,2017-03-09T02:14:30.040Z,"206km NW of Saumlaki, Indonesia",earthquake,5.7,11.1,0.142,14,reviewed,us,us
2016-12-13T13:35:51.500Z,-11.6665,111.9291,26.46,4.2,mb,,160,3.857,0.77,us,us10007lr9,2017-03-09T02:14:30.040Z,"South of Java, Indonesia",earthquake,10.4,7.9,0.186,8,reviewed,us,us
2016-12-13T11:28:48.950Z,-6.8524,106.8294,123.64,4.5,mb,,59,0.779,0.88,us,us200080f6,2017-03-09T02:14:29.040Z,"9km SSE of Cicurug, Indonesia",earthquake,9.4,6.2,0.094,33,reviewed,us,us
2016-12-13T09:46:42.050Z,-2.3411,133.8417,38.66,5.1,mb,,42,1.691,0.9,us,us200080ev,2017-03-09T02:14:29.040Z,"165km S of Manokwari, Indonesia",earthquake,8,1.6,0.068,71,reviewed,us,us
2016-12-13T09:09:00.240Z,0.0719,123.6908,118.47,4.2,mb,,78,1.438,0.61,us,us10007lr7,2017-03-09T02:14:29.040Z,"47km SW of Molibagu, Indonesia",earthquake,7.7,9,0.137,15,reviewed,us,us
2016-12-13T06:05:01.600Z,6.2774,126.7167,124.48,4.5,mb,,115,1.377,0.74,us,us200080ef,2017-03-09T02:14:29.040Z,"60km E of Pondaguitan, Philippines",earthquake,9.9,7.4,0.068,64,reviewed,us,us
2016-12-12T18:28:18.450Z,-7.5123,126.6828,236.1,4.5,mb,,73,3.266,0.68,us,us200082v9,2017-03-09T02:14:29.040Z,"168km NE of Dili, East Timor",earthquake,11.1,12.6,0.312,3,reviewed,us,us
2016-12-12T16:23:28.500Z,-7.2793,129.2942,150.51,4.9,mb,,34,2.106,0.64,us,us2000808c,2017-03-09T02:14:29.040Z,"235km WNW of Saumlaki, Indonesia",earthquake,6.4,5.9,0.06,88,reviewed,us,us
2016-12-12T00:46:27.660Z,-1.6178,121.0608,48.51,4.1,mb,,77,1.803,1.22,us,us200082ul,2017-03-09T02:14:28.040Z,"37km ESE of Tagolu, Indonesia",earthquake,6.1,10.2,0.145,13,reviewed,us,us
2016-12-11T18:37:28.280Z,4.7748,126.145,52.18,4.8,mb,,91,2.348,1.27,us,us2000800h,2017-03-09T02:14:28.040Z,"102km SE of Sarangani, Philippines",earthquake,7.7,7.7,0.096,34,reviewed,us,us
2016-12-11T15:47:00.300Z,-0.5817,124.0325,59.51,4.6,mb,,44,1.34,0.87,us,us20007zzr,2017-03-09T02:14:27.040Z,"107km S of Molibagu, Indonesia",earthquake,6.5,7.7,0.1,33,reviewed,us,us
2016-12-11T14:51:08.420Z,2.788,128.5065,239.94,4.6,mb,,47,2.304,0.51,us,us20007zzn,2017-03-09T02:14:27.040Z,"129km NNE of Tobelo, Indonesia",earthquake,9.3,7.8,0.057,92,reviewed,us,us
2016-12-11T13:58:21.140Z,2.3908,128.5726,231.24,4.6,mb,,106,2.009,0.72,us,us20007zz2,2017-03-09T02:14:27.040Z,"96km NE of Tobelo, Indonesia",earthquake,8,7.2,0.065,69,reviewed,us,us
2016-12-11T13:18:04.580Z,-0.1094,125.7839,10,4.1,mb,,94,1.808,0.35,us,us200082s3,2017-03-09T02:14:27.040Z,"180km ESE of Modayag, Indonesia",earthquake,6,1.9,0.151,12,reviewed,us,us
