time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1982-12-31T14:43:16.330Z,5.354,126.732,113,4.9,mb,,,,1.1,us,usp0001rx7,2014-11-07T00:32:23.468Z,"Mindanao, Philippines",earthquake,,4.8,,13,reviewed,us,us
1982-12-30T17:50:09.980Z,-6.201,130.466,142.5,4.9,mb,,,,1.1,us,usp0001rwc,2014-11-07T00:32:23.347Z,"Banda Sea",earthquake,,6.9,,8,reviewed,us,us
1982-12-29T20:01:34.200Z,6.182,124.065,33,4.6,mb,,,,1.5,us,usp0001rvj,2014-11-07T00:32:23.273Z,"Mindanao, Philippines",earthquake,,,,1,reviewed,us,us
1982-12-28T17:00:21.030Z,-7.201,120.358,33,4.8,mb,,,,1.4,us,usp0001ru9,2014-11-07T00:32:23.063Z,"Flores Sea",earthquake,,,,5,reviewed,us,us
1982-12-26T03:24:14.890Z,-8.267,127.414,33,4.6,mb,,,,1.5,us,usp0001rra,2014-11-07T00:32:22.204Z,"East Timor region",earthquake,,,,2,reviewed,us,us
1982-12-25T17:57:58.570Z,-8.53,122.891,33,4.3,mb,,,,1.5,us,usp0001rqz,2014-11-07T00:32:22.146Z,"Flores region, Indonesia",earthquake,,,,1,reviewed,us,us
1982-12-25T12:28:02.880Z,-8.405,123.08,33,5.9,ms,,,,1.3,us,usp0001rqt,2020-04-17T22:34:54.932Z,"Flores region, Indonesia",earthquake,,,,5,reviewed,us,us
1982-12-25T07:53:47.570Z,-3.153,131.327,33,4.5,mb,,,,0.7,us,usp0001rqm,2014-11-07T00:32:22.099Z,"Ceram Sea, Indonesia",earthquake,,,,1,reviewed,us,us
1982-12-25T07:53:39.630Z,-4.365,131.403,33,5.1,mb,,,,1.3,us,usp0001rqk,2014-11-07T00:32:22.094Z,"Banda Sea",earthquake,,,,14,reviewed,us,us
1982-12-25T04:19:31.240Z,-0.732,134.844,45.6,4.6,mb,,,,1.1,us,usp0001rqe,2014-11-07T00:32:22.082Z,"near the north coast of Papua, Indonesia",earthquake,,8.8,,5,reviewed,us,us
1982-12-25T01:54:09.600Z,-9.542,116.775,33,4.4,mb,,,,0.9,us,usp0001rq9,2014-11-07T00:32:22.072Z,"Lombok region, Indonesia",earthquake,,,,2,reviewed,us,us
1982-12-24T15:39:09.190Z,-4.6,131.389,71.4,4.3,mb,,,,1.1,us,usp0001rq1,2014-11-07T00:32:22.039Z,"Banda Sea",earthquake,,11.2,,1,reviewed,us,us
1982-12-23T04:28:04.550Z,-6.811,129.006,242.6,4.3,mb,,,,0.4,us,usp0001rnr,2014-11-07T00:32:21.871Z,"Banda Sea",earthquake,,11.3,,2,reviewed,us,us
1982-12-22T01:06:36.900Z,-8.51,118.442,149.6,4.4,mb,,,,1.1,us,usp0001rmx,2014-11-07T00:32:21.763Z,"Sumbawa region, Indonesia",earthquake,,16,,1,reviewed,us,us
1982-12-21T05:48:11.290Z,-3.436,142.935,21,5.2,mb,,,,1.1,us,usp0001rm7,2014-11-07T00:32:21.679Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,5.7,,4,reviewed,us,us
1982-12-20T04:03:03.070Z,8.801,126.404,61.5,4.9,mb,,,,0.9,us,usp0001rjz,2014-11-07T00:32:21.446Z,"Mindanao, Philippines",earthquake,,7.2,,3,reviewed,us,us
1982-12-19T15:39:02.690Z,-3.376,142.719,37.3,4.8,mb,,,,1.4,us,usp0001rj3,2014-11-07T00:32:21.273Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,9.4,,3,reviewed,us,us
1982-12-19T08:53:38.950Z,-7.383,128.51,156.4,4,mb,,,,1.4,us,usp0001rhw,2014-11-07T00:32:21.246Z,"Kepulauan Barat Daya, Indonesia",earthquake,,6.3,,1,reviewed,us,us
1982-12-19T06:24:39.600Z,-6.328,100.743,33,5.4,mb,,,,1.2,us,usp0001rht,2014-11-07T00:32:21.231Z,"southwest of Sumatra, Indonesia",earthquake,,,,14,reviewed,us,us
1982-12-18T00:41:17.230Z,1.782,126.644,51.6,5.5,mb,,,,1.2,us,usp0001rh2,2016-11-10T00:14:01.208Z,"Molucca Sea",earthquake,,2.8,,27,reviewed,us,us
1982-12-16T17:04:24.260Z,1.506,127.048,45.3,5.2,mb,,,,1.2,us,usp0001rgf,2014-11-07T00:32:21.027Z,"Halmahera, Indonesia",earthquake,,8,,4,reviewed,us,us
1982-12-15T16:45:05.320Z,-7.497,127.683,33,4.7,mb,,,,1,us,usp0001rfy,2014-11-07T00:32:20.862Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,3,reviewed,us,us
1982-12-14T03:30:06.270Z,-3.285,128.848,84.9,4.6,mb,,,,1.6,us,usp0001rew,2014-11-07T00:32:20.676Z,"Seram, Indonesia",earthquake,,15.2,,2,reviewed,us,us
1982-12-13T23:02:35.240Z,-10.683,115.068,33,4.5,mb,,,,0.5,us,usp0001ret,2014-11-07T00:32:20.654Z,"south of Bali, Indonesia",earthquake,,,,1,reviewed,us,us
1982-12-13T07:10:41.840Z,-7.348,129.436,142.2,4.6,mb,,,,1.5,us,usp0001rea,2014-11-07T00:32:20.548Z,"Kepulauan Babar, Indonesia",earthquake,,8.9,,3,reviewed,us,us
1982-12-12T18:08:38.100Z,-3.503,140.318,33,4.9,mb,,,,1.4,us,usp0001rdw,2014-11-07T00:32:19.990Z,"Papua, Indonesia",earthquake,,,,4,reviewed,us,us
1982-12-12T14:58:23.120Z,2.496,128.242,178.5,4.7,mb,,,,1.3,us,usp0001rdp,2014-11-07T00:32:19.851Z,"Halmahera, Indonesia",earthquake,,11.2,,2,reviewed,us,us
1982-12-12T04:21:14.950Z,-7.908,128.31,33,5,mb,,,,1.2,us,usp0001rd8,2014-11-07T00:32:19.746Z,"Kepulauan Barat Daya, Indonesia",earthquake,,,,8,reviewed,us,us
1982-12-11T16:46:30.380Z,-11.318,119.74,27.3,5.2,mb,,,,1.3,us,usp0001rct,2014-11-07T00:32:19.647Z,"south of Sumba, Indonesia",earthquake,,5.7,,13,reviewed,us,us
1982-12-11T10:55:54.370Z,0.536,119.887,75.7,4.7,mb,,,,0.7,us,usp0001rck,2014-11-07T00:32:19.610Z,"Minahasa, Sulawesi, Indonesia",earthquake,,9,,4,reviewed,us,us
1982-12-11T07:27:10.830Z,-3.46,140.163,46.6,4.7,mb,,,,1.1,us,usp0001rcc,2014-11-07T00:32:19.555Z,"Papua, Indonesia",earthquake,,6.5,,5,reviewed,us,us
1982-12-11T05:26:05.140Z,-6.252,130.488,125.2,4.5,mb,,,,1.3,us,usp0001rca,2014-11-07T00:32:19.546Z,"Banda Sea",earthquake,,12.2,,1,reviewed,us,us
1982-12-11T02:30:22.250Z,2.107,99.156,33,3.7,mb,,,,1.4,us,usp0001rc7,2014-11-07T00:32:19.529Z,"northern Sumatra, Indonesia",earthquake,,,,1,reviewed,us,us
1982-12-09T15:04:03.600Z,-11.786,117.322,33,4.7,mb,,,,1.2,us,usp0001rbg,2014-11-07T00:32:19.303Z,"south of Sumbawa, Indonesia",earthquake,,,,1,reviewed,us,us
1982-12-09T06:52:15.340Z,-2.557,139.101,33,4.3,mb,,,,1.2,us,usp0001rb8,2014-11-07T00:32:19.211Z,"near the north coast of Papua, Indonesia",earthquake,,,,2,reviewed,us,us
1982-12-08T16:30:50.700Z,0.659,119.931,84.4,5,mb,,,,1.2,us,usp0001rax,2014-11-07T00:32:19.074Z,"Minahasa, Sulawesi, Indonesia",earthquake,,6.5,,9,reviewed,us,us
1982-12-06T16:01:42.900Z,-2.527,138.448,33,4.8,mb,,,,1.4,us,usp0001ra3,2014-11-07T00:32:18.833Z,"Papua, Indonesia",earthquake,,,,1,reviewed,us,us
