time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-12-31T22:09:27.360Z,9.435,93.895,44.1,5.3,mwc,92,51.4,,1.03,us,usp000dcas,2016-11-10T00:57:22.344Z,"Nicobar Islands, India region",earthquake,,14.3,,,reviewed,us,hrv
2004-12-31T21:01:04.380Z,8.208,94.001,30,4.5,mb,6,184.5,,1.41,us,usp000dcap,2014-11-07T01:24:28.132Z,"Nicobar Islands, India region",earthquake,,,,5,reviewed,us,us
2004-12-31T17:48:05.740Z,4.73,95.14,49,5.9,mwc,311,59.8,,0.82,us,usp000dcae,2020-01-04T03:37:18.646Z,"northern Sumatra, Indonesia",earthquake,,9.5,,,reviewed,us,hrv
2004-12-31T16:15:43.540Z,7.663,94.025,17.1,4.9,mwc,105,54.8,,0.71,us,usp000dca9,2016-11-10T00:57:20.388Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-31T15:58:17.520Z,5.268,94.325,30,4.6,mb,11,186.8,,0.71,us,usp000dca6,2014-11-07T01:24:28.059Z,"northern Sumatra, Indonesia",earthquake,,,,7,reviewed,us,us
2004-12-31T14:38:46.620Z,5.113,94.857,49.4,5.4,mwc,320,59.7,,0.72,us,usp000dca2,2016-11-10T00:57:19.897Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2004-12-31T13:59:30.570Z,8.515,93.756,30,4.6,mb,16,214.6,,0.65,us,usp000dc9w,2014-11-07T01:24:27.955Z,"Nicobar Islands, India region",earthquake,,,,14,reviewed,us,us
2004-12-31T13:41:48.780Z,3.173,95.267,33,5.4,mwc,184,59.7,,0.85,us,usp000dc9v,2016-11-10T00:57:19.386Z,"off the west coast of northern Sumatra",earthquake,,15.8,,,reviewed,us,hrv
2004-12-31T13:17:01.330Z,4.994,94.032,30,4.5,mb,11,191.5,,1.04,us,usp000dc9u,2014-11-07T01:24:27.937Z,"off the west coast of northern Sumatra",earthquake,,,,6,reviewed,us,us
2004-12-31T13:09:59.850Z,5.519,94.385,50.5,4.7,mb,40,113.7,,0.52,us,usp000dc9t,2014-11-07T01:24:27.933Z,"northern Sumatra, Indonesia",earthquake,,12.3,,26,reviewed,us,us
2004-12-31T12:45:59.440Z,3.265,96.072,41.3,4.9,mb,32,119.9,,0.97,us,usp000dc9s,2014-11-07T01:24:27.928Z,"northern Sumatra, Indonesia",earthquake,,,,25,reviewed,us,us
2004-12-31T10:58:21.470Z,5.03,94.834,13,5.2,mwc,242,60.1,,0.77,us,usp000dc9m,2016-11-10T00:57:17.864Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2004-12-31T09:57:00.020Z,7.636,93.947,22.2,5.6,mwb,258,54.6,,0.94,us,usp000dc9j,2016-11-10T00:57:17.375Z,"Nicobar Islands, India region",earthquake,,13.2,,,reviewed,us,us
2004-12-31T09:51:10.050Z,9.589,93.637,30,4.8,mb,23,201.5,,0.72,us,usp000dc9h,2014-11-07T01:24:27.832Z,"Nicobar Islands, India region",earthquake,,,,20,reviewed,us,us
2004-12-31T08:52:21.150Z,5.904,93.28,13.3,4.9,mwc,81,102.2,,0.71,us,usp000dc9e,2016-11-09T05:28:09.093Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,hrv
2004-12-31T08:34:58.450Z,7.126,94.609,16.3,4.8,mb,46,101,,0.64,us,usp000dc9d,2014-11-07T01:24:27.817Z,"Nicobar Islands, India region",earthquake,,21.7,,25,reviewed,us,us
